order_id,order_date,customer_id,customer_segment,customer_type,region,city,product_category,product_subcategory,payment_method,campaign_source,quantity,unit_price,discount_pct,shipping_days,returned,order_value
O2025257,2025-04-06,C1209,consumer,returning,north,stockholm,home,decor,swish,organic,2,64.34,0,4,No,128.68
O2025258,2025-01-12,C1111,corporate,returning,north,stockholm,electronics,tablet,card,email,1,669.12,0.122,3,Yes,587.48736
O2025259,2025-03-22,C1055,corporate,new,north,stockholm,beauty,skincare,card,organic,1,66.61,0.038,3,No,64.07882
O2025260,2025-09-05,C1219,consumer,new,west,goteborg,home,decor,invoice,email,2,83.76,0.127,4,No,146.24496000000002
O2025261,2025-01-01,C1044,consumer,returning,north,stockholm,fashion,shoes,invoice,direct,1,194.62,0.043,4,No,186.25134
O2025262,2025-03-09,C1162,consumer,returning,south,helsingborg,sports,fitness,card,organic,1,178.76,0,5,No,178.76
O2025264,2025-09-02,C1233,corporate,returning,west,halmstad,sports,team sports,invoice,social,3,75.42,0,3,No,226.26
O2025265,2025-10-12,C1207,consumer,new,north,stockholm,home,decor,invoice,direct,2,68.81,0.097,3,No,124.27086000000001
O2025266,2025-09-17,C1057,small business,vip,south,malmo,sports,outdoor,paypal,organic,1,240.34,0.108,6,No,214.38328
O2025267,2025-03-16,C1065,small business,new,north,uppsala,home,decor,swish,paid search,1,80.78,0.015,2,No,79.5683
O2025269,2025-03-23,C1087,consumer,returning,west,halmstad,fashion,accessories,swish,affiliate,3,49.02,0.258,5,Yes,109.11852
O2025270,2025-12-10,C1210,small business,new,north,uppsala,electronics,tablet,invoice,organic,2,439.43,0,2,Yes,878.86
O2025271,2025-12-05,C1090,consumer,returning,west,goteborg,home,decor,swish,paid search,1,80.54,0.056,5,No,76.02976
O2025272,2025-04-29,C1003,corporate,returning,north,stockholm,home,decor,invoice,social,1,96.38,0.068,5,No,89.82615999999999
O2025273,2025-03-07,C1218,consumer,vip,north,vasteras,electronics,mobile,card,paid search,1,453.85,0.155,7,No,383.50325
O2025274,2025-06-02,C1163,corporate,returning,west,boras,electronics,headphones,paypal,email,1,151.56,0,5,No,151.56
O2025275,2025-09-21,C1203,small business,returning,east,orebro,home,kitchen,swish,organic,1,171.97,0.033,6,No,166.29498999999998
O2025277,2025-07-05,C1220,consumer,returning,west,halmstad,electronics,laptop,card,social,2,1331.89,0,4,No,2663.78
O2025278,2025-01-03,C1089,consumer,returning,south,lund,home,kitchen,card,paid search,1,44.57,0.023,7,Yes,43.54489
O2025279,2025-07-25,C1151,consumer,returning,west,halmstad,electronics,tablet,swish,email,2,481,0.078,5,No,886.964
O2025280,2025-04-14,C1253,consumer,new,east,linkoping,beauty,fragrance,invoice,social,1,70.34,0.052,5,No,66.68232
O2025281,2025-09-29,C1080,consumer,new,north,stockholm,electronics,headphones,invoice,social,1,161.71,0.086,2,No,147.80294
O2025282,2025-03-12,C1137,consumer,new,west,boras,fashion,accessories,card,email,1,63.48,0.08,3,No,58.4016
O2025283,2025-05-22,C1171,small business,returning,west,halmstad,electronics,tablet,invoice,organic,1,525.1,0.051,4,Yes,498.3199
O2025284,2025-11-13,C1024,consumer,new,west,halmstad,fashion,sportswear,card,paid search,1,98.29,0,3,No,98.29
O2025285,2025-10-19,C1024,consumer,new,north,vasteras,fashion,shoes,card,organic,1,113.2,0.04,2,No,108.672
O2025286,2025-05-03,C1249,corporate,returning,west,goteborg,sports,fitness,card,direct,1,152.6,0.053,4,No,144.51219999999998
O2025287,2025-01-26,C1033,small business,returning,south,helsingborg,home,decor,card,paid search,1,95.04,0.005,5,No,94.5648
O2025288,2025-09-19,C1051,small business,vip,north,vasteras,electronics,mobile,card,organic,1,370.37,0.059,1,No,348.51817
O2025289,2025-03-21,C1018,small business,returning,west,goteborg,fashion,shoes,card,paid search,4,87.72,0.103,1,Yes,314.73936
O2025290,2025-12-28,C1173,corporate,new,west,halmstad,home,furniture,paypal,email,1,521.07,0.245,4,Yes,393.40785000000005
O2025291,2025-01-25,C1128,consumer,returning,north,stockholm,electronics,mobile,card,direct,1,467.42,0,4,No,467.42
O2025292,2025-08-12,C1211,consumer,new,north,uppsala,sports,outdoor,paypal,email,1,137.11,0.121,4,No,120.51969000000001
O2025293,2025-09-12,C1172,corporate,returning,east,norrkoping,beauty,makeup,card,paid search,1,49.73,0.08,5,No,45.751599999999996
O2025294,2025-07-06,C1138,consumer,new,south,lund,fashion,jackets,invoice,direct,2,168,0.037,3,No,323.568
O2025295,2025-05-03,C1095,corporate,new,west,halmstad,beauty,skincare,paypal,affiliate,1,40.08,0.131,3,No,34.829519999999995
O2025296,2025-09-02,C1110,corporate,returning,east,norrkoping,sports,team sports,swish,organic,1,63.96,0.049,6,No,60.825959999999995
O2025298,2025-06-03,C1043,corporate,new,west,halmstad,sports,outdoor,invoice,direct,1,209.84,0.012,4,Yes,207.32192
O2025299,2025-06-24,C1026,small business,returning,south,malmo,beauty,makeup,invoice,paid search,1,61.43,0.141,3,No,52.76837
O2025300,2025-03-10,C1153,consumer,new,north,stockholm,home,decor,swish,social,2,91.41,0.047,4,No,174.22745999999998
O2025302,2025-10-08,C1154,corporate,vip,west,goteborg,beauty,fragrance,swish,paid search,1,92.09,0.128,6,No,80.30248
O2025303,2025-01-19,C1111,corporate,returning,north,stockholm,fashion,jackets,swish,social,1,97.83,0.033,2,Yes,94.60161
O2025304,2025-01-08,C1013,consumer,returning,west,halmstad,home,kitchen,card,paid search,1,98.34,0.113,5,No,87.22758
O2025306,2025-06-14,C1185,small business,new,south,lund,fashion,shoes,gift card,social,1,67.45,0.021,3,No,66.03355
O2025308,2025-11-25,C1237,small business,returning,south,malmo,electronics,laptop,invoice,email,1,1304.43,0.134,4,Yes,1129.6363800000001
O2025309,2025-09-22,C1232,corporate,returning,north,uppsala,sports,fitness,swish,social,1,342.12,0.062,4,No,320.90855999999997
O2025310,2025-09-29,C1052,consumer,returning,west,boras,home,furniture,swish,organic,1,594.6,0.069,3,No,553.5726000000001
O2025311,2025-06-14,C1121,small business,returning,south,malmo,electronics,tablet,invoice,organic,2,692.4,0.037,3,Yes,1333.5623999999998
O2025312,2025-03-21,C1121,small business,returning,north,stockholm,electronics,headphones,invoice,direct,1,171.23,0.051,3,No,162.49727
O2025313,2025-02-19,C1123,small business,returning,east,orebro,sports,outdoor,swish,organic,2,162.29,0.006,3,No,322.63252
O2025315,2025-07-06,C1212,corporate,new,south,malmo,fashion,jackets,gift card,social,2,200.35,0.005,3,No,398.6965
O2025317,2025-04-16,C1235,small business,returning,north,stockholm,beauty,fragrance,card,organic,1,97.73,0.091,2,No,88.83657000000001
O2025318,2025-03-17,C1115,consumer,vip,east,orebro,fashion,jackets,card,direct,1,197.03,0.107,4,No,175.94779
O2025319,2025-09-09,C1046,corporate,new,north,stockholm,fashion,jackets,swish,organic,1,197.69,0.042,5,No,189.38701999999998
O2025320,2025-10-24,C1204,small business,new,west,goteborg,home,decor,card,organic,1,166.78,0.057,5,No,157.27354
O2025321,2025-10-28,C1098,small business,returning,west,halmstad,electronics,tablet,paypal,paid search,2,415.46,0.1,4,Yes,747.828
O2025322,2025-10-18,C1132,corporate,returning,west,boras,electronics,mobile,gift card,social,1,318.18,0.049,4,No,302.58918
O2025323,2025-02-15,C1115,consumer,vip,east,orebro,electronics,tablet,swish,direct,1,489.32,0.08,6,No,450.1744
O2025324,2025-08-17,C1192,corporate,returning,west,goteborg,fashion,sportswear,invoice,paid search,4,76.93,0.046,2,No,293.56488
O2025325,2025-08-29,C1228,small business,returning,west,halmstad,electronics,mobile,card,social,1,467.35,0.025,5,No,455.66625
O2025326,2025-10-11,C1083,consumer,vip,north,vasteras,fashion,shoes,swish,organic,3,93.77,0.084,2,No,257.67996
O2025327,2025-11-04,C1068,consumer,new,east,linkoping,home,decor,card,social,1,117.03,0.03,4,No,113.5191
O2025328,2025-07-05,C1005,small business,returning,west,goteborg,fashion,sportswear,card,direct,3,90.29,0.124,4,No,237.28212
O2025329,2025-08-06,C1058,consumer,new,north,stockholm,sports,fitness,invoice,organic,1,259.68,0.065,2,No,242.8008
O2025330,2025-03-29,C1059,small business,new,south,malmo,home,decor,card,organic,1,61.67,0.059,6,No,58.031470000000006
O2025332,2025-07-24,C1028,consumer,vip,east,norrkoping,home,kitchen,gift card,affiliate,1,134.34,0.14,6,No,115.5324
O2025333,2025-06-28,C1061,small business,returning,north,vasteras,fashion,jackets,card,paid search,1,132.47,0.048,5,No,126.11143999999999
O2025334,2025-11-12,C1039,consumer,returning,north,vasteras,fashion,sportswear,swish,email,1,102.55,0.144,1,No,87.7828
O2025335,2025-12-29,C1095,corporate,new,west,halmstad,beauty,haircare,swish,social,4,16.83,0,6,No,67.32
O2025336,2025-04-30,C1201,consumer,returning,west,halmstad,home,lighting,card,direct,1,190.55,0.047,6,No,181.59415
O2025337,2025-07-14,C1006,consumer,vip,east,orebro,sports,outdoor,invoice,social,1,157.49,0.118,3,No,138.90618
O2025338,2025-11-10,C1048,consumer,vip,north,uppsala,home,lighting,card,organic,1,157.23,0.113,5,No,139.46301
O2025339,2025-08-03,C1160,consumer,new,east,orebro,electronics,tablet,swish,affiliate,1,601.39,0.146,3,No,513.58706
O2025340,2025-11-03,C1060,small business,returning,north,vasteras,sports,cycling,card,paid search,2,381.18,0.096,3,No,689.17344
O2025341,2025-04-26,C1239,corporate,returning,east,linkoping,fashion,shoes,swish,organic,1,34.46,0.044,3,No,32.94376
O2025344,2025-08-30,C1183,small business,new,north,vasteras,electronics,laptop,card,paid search,2,1546.41,0.096,4,No,2795.9092800000003
O2025345,2025-09-29,C1255,consumer,returning,east,linkoping,sports,fitness,card,direct,2,258.35,0.108,3,No,460.8964
O2025346,2025-07-04,C1104,small business,returning,west,goteborg,fashion,shoes,invoice,email,1,76.06,0.071,1,No,70.65974
O2025347,2025-05-14,C1181,consumer,new,west,boras,beauty,fragrance,card,direct,1,61.18,0,2,No,61.18
O2025348,2025-03-21,C1143,corporate,vip,south,helsingborg,fashion,jackets,paypal,organic,1,174.56,0.112,3,Yes,155.00928000000002
O2025349,2025-08-20,C1161,small business,returning,west,boras,home,kitchen,card,paid search,1,123,0.058,5,Yes,115.866
O2025350,2025-03-13,C1221,consumer,returning,west,halmstad,electronics,laptop,invoice,organic,1,725.28,0.003,4,No,723.10416
O2025351,2025-09-10,C1238,small business,returning,west,goteborg,home,lighting,card,organic,2,188.24,0.028,6,No,365.93856
O2025352,2025-06-19,C1028,consumer,vip,east,norrkoping,electronics,mobile,card,paid search,1,463,0.138,5,No,399.106
O2025353,2025-12-09,C1088,consumer,new,south,malmo,home,decor,swish,email,1,92.96,0.107,1,Yes,83.01328
O2025354,2025-02-27,C1182,small business,returning,east,orebro,beauty,skincare,gift card,social,1,53.15,0,5,No,53.15
O2025355,2025-06-03,C1222,consumer,returning,east,linkoping,fashion,accessories,swish,email,2,56.41,0.109,6,No,100.52261999999999
O2025356,2025-03-31,C1231,corporate,new,north,uppsala,fashion,sportswear,card,email,1,77.16,0.114,2,No,68.36376
O2025357,2025-06-21,C1206,consumer,new,east,orebro,fashion,jackets,invoice,email,1,229.03,0.103,4,No,205.43991
O2025358,2025-11-25,C1048,consumer,vip,north,uppsala,fashion,accessories,card,affiliate,1,27.9,0.22,2,No,21.762
O2025359,2025-05-28,C1238,small business,returning,west,goteborg,home,lighting,card,organic,2,189.54,0.043,5,No,362.77955999999995
O2025360,2025-11-28,C1118,corporate,new,north,uppsala,electronics,tablet,paypal,social,1,405.33,0.004,2,No,403.70867999999996
O2025361,2025-01-11,C1094,consumer,returning,north,uppsala,beauty,skincare,paypal,organic,1,82.35,0.039,3,No,79.13834999999999
O2025362,2025-07-18,C1215,consumer,returning,north,stockholm,home,decor,swish,organic,1,61.38,0.022,4,Yes,60.02964
O2025363,2025-01-07,C1116,consumer,returning,north,uppsala,electronics,laptop,gift card,email,1,1241.74,0.153,5,No,1051.75378
O2025365,2025-02-19,C1259,consumer,returning,north,uppsala,beauty,skincare,card,organic,2,43.78,0.012,1,No,86.50928
O2025366,2025-01-30,C1106,consumer,returning,north,stockholm,fashion,jackets,gift card,paid search,1,132.84,0.106,3,No,118.75896
O2025367,2025-07-31,C1187,consumer,returning,north,vasteras,fashion,accessories,swish,social,2,49.03,0.057,2,No,92.47058
O2025369,2025-08-05,C1212,corporate,new,south,malmo,beauty,skincare,card,paid search,1,59.45,0.017,4,No,58.439350000000005
O2025371,2025-09-24,C1143,corporate,vip,south,helsingborg,beauty,makeup,card,social,1,51.79,0.067,1,No,48.32007
O2025372,2025-12-02,C1165,corporate,returning,south,lund,home,decor,card,paid search,1,89.21,0.043,5,No,85.37396999999999
O2025373,2025-09-11,C1155,corporate,new,south,helsingborg,fashion,shoes,card,affiliate,1,75.38,0.196,4,No,60.60552
O2025374,2025-04-28,C1058,consumer,new,north,stockholm,fashion,accessories,invoice,organic,2,32.25,0.041,2,No,61.8555
O2025375,2025-04-09,C1164,corporate,returning,east,linkoping,beauty,makeup,card,direct,2,28.21,0.063,2,No,52.86554
O2025377,2025-04-29,C1171,small business,returning,west,halmstad,electronics,laptop,swish,email,1,948.84,0.104,3,No,850.1606400000001
O2025378,2025-06-26,C1164,corporate,returning,east,linkoping,home,lighting,card,affiliate,1,189.03,0.06,7,No,177.6882
O2025379,2025-09-22,C1144,consumer,returning,north,uppsala,sports,team sports,swish,organic,2,133.52,0,1,No,267.04
O2025380,2025-12-09,C1061,small business,returning,north,vasteras,home,furniture,invoice,organic,1,838.79,0,3,Yes,838.79
O2025381,2025-05-12,C1003,corporate,returning,east,norrkoping,electronics,laptop,card,organic,1,1106.14,0.121,2,No,972.2970600000001
O2025382,2025-01-22,C1120,small business,new,north,stockholm,sports,outdoor,card,email,2,78.28,0.131,2,No,136.05064
O2025384,2025-12-17,C1122,corporate,new,east,orebro,fashion,jackets,card,organic,2,183.6,0.058,4,No,345.90239999999994
O2025385,2025-03-21,C1218,consumer,vip,north,vasteras,home,decor,card,social,1,48.32,0.077,4,No,44.599360000000004
O2025386,2025-06-28,C1156,consumer,new,west,goteborg,beauty,makeup,invoice,social,2,48.39,0.09,4,No,88.0698
O2025388,2025-07-11,C1056,small business,vip,north,stockholm,home,furniture,swish,organic,1,438.66,0.136,6,No,379.00224000000003
O2025389,2025-11-22,C1109,small business,returning,south,helsingborg,electronics,headphones,invoice,paid search,1,139.9,0.105,3,Yes,125.21050000000001
O2025390,2025-10-26,C1235,small business,returning,north,stockholm,beauty,makeup,card,email,1,76.34,0.098,4,No,68.85868
O2025391,2025-03-25,C1117,small business,returning,north,vasteras,beauty,haircare,swish,email,1,35.96,0.046,2,No,34.305839999999996
O2025392,2025-03-23,C1093,small business,returning,west,boras,home,furniture,card,direct,2,659.92,0.054,4,No,1248.56864
O2025393,2025-06-14,C1094,consumer,returning,north,uppsala,fashion,shoes,invoice,direct,2,129.66,0.063,3,No,242.98284
O2025394,2025-09-09,C1193,corporate,returning,north,uppsala,electronics,tablet,card,affiliate,1,588.59,0.006,3,No,585.0584600000001
O2025395,2025-01-31,C1030,small business,returning,north,stockholm,fashion,sportswear,card,social,1,91.39,0.028,2,No,88.83108
O2025396,2025-10-07,C1151,consumer,returning,west,halmstad,electronics,mobile,card,email,2,322.17,0.024,2,No,628.87584
O2025397,2025-12-22,C1130,consumer,vip,north,vasteras,beauty,skincare,paypal,email,1,70.9,0.1,1,No,63.81000000000001
O2025398,2025-10-10,C1125,small business,returning,east,norrkoping,home,furniture,card,organic,1,1005.61,0.038,7,No,967.3968199999999
O2025399,2025-08-29,C1080,consumer,new,north,stockholm,beauty,makeup,swish,email,3,48.08,0,1,No,144.24
O2025400,2025-04-02,C1032,consumer,returning,north,uppsala,sports,team sports,card,organic,2,107.58,0.011,3,No,212.79324
O2025401,2025-08-17,C1252,corporate,returning,north,uppsala,home,decor,paypal,organic,1,58.79,0.031,4,No,56.96751
O2025402,2025-04-25,C1148,consumer,returning,east,norrkoping,sports,cycling,card,direct,2,670.23,0.09,4,No,1219.8186
O2025403,2025-02-14,C1258,consumer,vip,west,halmstad,electronics,laptop,card,organic,1,940.36,0.156,5,Yes,793.6638399999999
O2025404,2025-11-25,C1117,small business,returning,north,vasteras,beauty,fragrance,card,email,1,45.83,0.085,4,No,41.93445
O2025405,2025-11-29,C1089,consumer,returning,south,lund,electronics,headphones,card,organic,1,242.54,0.007,5,No,240.84222
O2025406,2025-01-07,C1238,small business,returning,west,goteborg,home,lighting,card,organic,1,199.77,0.072,4,No,185.38656000000003
O2025407,2025-09-18,C1028,consumer,vip,east,norrkoping,fashion,jackets,card,organic,2,165.86,0.144,6,Yes,283.95232000000004
O2025408,2025-05-23,C1067,small business,returning,west,halmstad,sports,cycling,card,paid search,1,572.09,0.093,2,No,518.88563
O2025409,2025-11-16,C1227,consumer,new,north,stockholm,electronics,tablet,invoice,direct,1,314.55,0.01,3,No,311.4045
O2025410,2025-11-08,C1223,corporate,returning,west,goteborg,sports,team sports,gift card,social,2,68.73,0.015,1,No,135.3981
O2025411,2025-07-30,C1246,small business,returning,west,boras,sports,fitness,card,social,1,184.11,0.081,6,No,169.19709000000003
O2025413,2025-03-30,C1093,small business,returning,west,boras,home,decor,card,paid search,1,90.72,0.108,5,No,80.92224
O2025414,2025-02-18,C1102,small business,returning,east,linkoping,home,kitchen,card,direct,1,122.85,0.031,6,No,119.04164999999999
O2025415,2025-04-03,C1239,corporate,returning,south,helsingborg,home,decor,card,organic,2,59.99,0.055,6,No,113.3811
O2025416,2025-10-07,C1070,corporate,returning,south,malmo,home,lighting,card,paid search,1,219.82,0.116,2,No,194.32088
O2025417,2025-02-16,C1173,corporate,new,west,halmstad,beauty,makeup,paypal,direct,2,53.51,0,2,No,107.02
O2025418,2025-10-02,C1074,small business,new,east,linkoping,electronics,tablet,gift card,direct,1,446.92,0.012,6,No,441.55696
O2025419,2025-01-09,C1082,consumer,returning,north,stockholm,beauty,fragrance,card,social,1,85.8,0.097,5,No,77.4774
O2025420,2025-01-12,C1052,consumer,returning,west,boras,sports,fitness,card,social,1,121,0.076,4,No,111.804
O2025422,2025-06-19,C1067,small business,returning,west,halmstad,electronics,mobile,card,email,1,657.04,0.04,5,No,630.7583999999999
O2025423,2025-02-10,C1201,consumer,returning,west,halmstad,electronics,headphones,card,direct,1,208.82,0.137,4,No,180.21166
O2025424,2025-09-23,C1198,consumer,vip,east,orebro,fashion,sportswear,card,social,2,117.67,0.21,4,No,185.9186
O2025425,2025-12-13,C1095,corporate,new,west,halmstad,beauty,haircare,card,organic,1,40.9,0.083,4,No,37.5053
O2025427,2025-05-09,C1160,consumer,new,east,orebro,fashion,accessories,card,social,1,70.31,0.072,5,Yes,65.24768
O2025428,2025-04-27,C1210,small business,new,north,uppsala,electronics,tablet,gift card,organic,1,538.74,0.097,4,Yes,486.48222000000004
O2025429,2025-07-09,C1239,corporate,returning,south,helsingborg,fashion,shoes,card,organic,4,103.02,0,4,No,412.08
O2025432,2025-07-04,C1041,consumer,returning,south,lund,fashion,accessories,gift card,organic,1,67.91,0.029,2,No,65.94060999999999
O2025433,2025-08-14,C1148,consumer,returning,east,norrkoping,home,furniture,card,direct,1,813.21,0.087,3,No,742.46073
O2025434,2025-06-06,C1211,consumer,new,north,uppsala,beauty,haircare,card,social,2,37.84,0.041,1,No,72.57712000000001
O2025435,2025-01-06,C1155,corporate,new,south,helsingborg,fashion,accessories,card,social,4,20.35,0.03,2,No,78.958
O2025436,2025-04-16,C1160,consumer,new,east,orebro,beauty,skincare,card,social,1,43.72,0.08,7,Yes,40.2224
O2025437,2025-04-08,C1045,small business,returning,north,uppsala,home,decor,card,direct,1,70.27,0.059,4,No,66.12407
O2025438,2025-08-30,C1220,consumer,returning,west,halmstad,beauty,makeup,swish,social,2,23.97,0.046,3,No,45.734759999999994
O2025439,2025-09-27,C1186,corporate,returning,north,uppsala,fashion,shoes,swish,paid search,1,154.61,0.098,3,No,139.45822
O2025440,2025-04-18,C1062,consumer,vip,south,helsingborg,home,decor,card,paid search,1,121.92,0.105,4,No,109.11840000000001
O2025441,2025-06-06,C1144,consumer,returning,west,boras,sports,outdoor,swish,email,1,121,0.101,5,No,108.779
O2025442,2025-01-31,C1217,small business,new,north,uppsala,electronics,headphones,card,social,1,164.73,0.018,4,No,161.76486
O2025443,2025-06-11,C1021,consumer,returning,north,stockholm,fashion,shoes,card,organic,1,92.74,0.01,3,No,91.81259999999999
O2025444,2025-06-28,C1012,small business,returning,east,norrkoping,home,furniture,card,social,2,752.72,0,4,No,1505.44
O2025445,2025-10-18,C1072,consumer,new,north,vasteras,fashion,shoes,card,email,1,75.44,0.052,4,Yes,71.51711999999999
O2025446,2025-10-13,C1194,consumer,new,north,uppsala,electronics,laptop,card,social,1,920.23,0.047,4,No,876.97919
O2025447,2025-07-12,C1252,corporate,returning,north,uppsala,home,decor,card,direct,1,88.31,0,4,No,88.31
O2025448,2025-11-03,C1225,small business,returning,north,stockholm,electronics,headphones,card,organic,1,170.52,0.033,4,No,164.89284
O2025449,2025-08-02,C1022,small business,returning,west,halmstad,beauty,skincare,paypal,organic,2,62.41,0,2,No,124.82
O2025450,2025-01-17,C1025,consumer,returning,west,boras,home,decor,invoice,organic,2,45.9,0.037,5,No,88.40339999999999
O2025451,2025-12-18,C1178,consumer,vip,south,malmo,electronics,headphones,swish,organic,3,116.71,0.092,5,No,317.91804
O2025453,2025-10-01,C1040,consumer,returning,east,linkoping,fashion,sportswear,swish,social,3,87.54,0.044,4,No,251.06472
O2025454,2025-09-01,C1131,small business,returning,north,vasteras,beauty,skincare,card,organic,3,68.88,0.036,3,No,199.20095999999998
O2025455,2025-04-29,C1158,corporate,new,north,stockholm,fashion,jackets,swish,direct,1,231.44,0.079,1,No,213.15624
O2025456,2025-03-29,C1245,consumer,returning,west,halmstad,home,kitchen,card,direct,2,157.52,0.058,6,Yes,296.76768
O2025457,2025-09-10,C1184,small business,returning,north,vasteras,sports,team sports,paypal,paid search,4,128.89,0.028,1,No,501.12431999999995
O2025458,2025-02-01,C1252,corporate,returning,north,uppsala,fashion,sportswear,card,organic,2,74.65,0.027,3,No,145.2689
O2025459,2025-08-10,C1235,small business,returning,north,stockholm,home,lighting,invoice,paid search,1,155.23,0.038,5,No,149.33126
O2025460,2025-06-01,C1095,corporate,new,west,halmstad,fashion,shoes,invoice,social,1,92.22,0.049,4,Yes,87.70121999999999
O2025462,2025-11-05,C1134,consumer,returning,south,malmo,home,lighting,card,paid search,1,172.44,0,4,No,172.44
O2025463,2025-01-28,C1051,small business,vip,east,orebro,home,decor,gift card,direct,1,95.77,0.163,1,No,80.15948999999999
O2025464,2025-04-09,C1176,small business,returning,north,stockholm,electronics,tablet,invoice,affiliate,1,485.24,0.109,4,No,432.34884
O2025465,2025-06-21,C1156,consumer,new,west,halmstad,sports,cycling,card,social,1,412.91,0.095,3,No,373.68355
O2025467,2025-06-24,C1185,small business,new,south,lund,electronics,tablet,card,affiliate,1,604.34,0.169,3,No,502.20654
O2025468,2025-07-15,C1220,consumer,returning,west,goteborg,beauty,skincare,card,affiliate,1,44.28,0.108,3,No,39.49776
O2025469,2025-04-08,C1229,corporate,returning,north,stockholm,fashion,accessories,invoice,organic,1,61.66,0.045,3,No,58.885299999999994
O2025471,2025-07-02,C1213,consumer,returning,west,boras,beauty,skincare,card,email,4,37.12,0.085,3,No,135.8592
O2025472,2025-01-17,C1147,consumer,returning,west,boras,beauty,makeup,swish,organic,2,64.77,0.002,3,Yes,129.28091999999998
O2025473,2025-07-16,C1173,corporate,new,west,halmstad,fashion,sportswear,card,organic,1,111.59,0.029,4,Yes,108.35389
O2025474,2025-05-07,C1109,small business,returning,south,helsingborg,electronics,headphones,swish,email,1,66.58,0.252,4,No,49.80184
O2025475,2025-05-08,C1161,small business,returning,west,boras,home,kitchen,card,direct,1,40.85,0.039,3,No,39.25685
O2025476,2025-01-18,C1003,corporate,returning,east,norrkoping,fashion,accessories,card,social,2,55.99,0.063,4,No,104.92526000000001
O2025477,2025-12-15,C1125,small business,returning,east,norrkoping,sports,cycling,invoice,email,2,835.92,0.179,6,No,1372.58064
O2025478,2025-12-18,C1132,corporate,returning,west,boras,fashion,jackets,swish,paid search,1,139.62,0.136,4,No,120.63168
O2025479,2025-05-22,C1197,consumer,vip,north,uppsala,electronics,mobile,swish,organic,1,553.27,0.184,5,No,451.46832
O2025480,2025-08-17,C1134,consumer,returning,south,malmo,beauty,fragrance,card,organic,2,115.29,0.076,3,No,213.05592000000001
O2025481,2025-01-18,C1118,corporate,new,north,uppsala,electronics,tablet,card,email,2,519.66,0.126,4,Yes,908.36568
O2025484,2025-01-14,C1240,consumer,returning,south,lund,beauty,makeup,card,email,1,29.11,0.154,4,Yes,24.62706
O2025485,2025-01-11,C1047,consumer,returning,east,norrkoping,fashion,accessories,card,affiliate,1,27.58,0.115,5,Yes,24.408299999999997
O2025486,2025-08-17,C1245,consumer,returning,west,halmstad,fashion,shoes,card,social,1,46.18,0.082,7,No,42.39324
O2025487,2025-03-06,C1252,corporate,returning,north,uppsala,electronics,mobile,card,paid search,1,435.57,0,5,No,435.57
O2025488,2025-07-16,C1229,corporate,returning,north,stockholm,electronics,tablet,card,organic,1,720.99,0.045,5,No,688.54545
O2025489,2025-01-27,C1198,consumer,vip,south,helsingborg,electronics,headphones,swish,email,1,156.3,0.05,3,No,148.485
O2025490,2025-11-12,C1132,corporate,returning,south,malmo,electronics,mobile,card,email,1,362.23,0,5,No,362.23
O2025491,2025-04-15,C1225,small business,returning,north,stockholm,electronics,mobile,invoice,social,1,613.61,0.049,3,No,583.54311
O2025492,2025-09-25,C1238,small business,returning,west,goteborg,sports,outdoor,card,paid search,1,176.81,0.105,4,Yes,158.24495000000002
O2025493,2025-09-21,C1078,small business,returning,south,helsingborg,fashion,sportswear,swish,direct,1,119.81,0,3,No,119.81
O2025494,2025-08-30,C1255,consumer,returning,east,linkoping,home,lighting,card,social,1,49.89,0.098,6,Yes,45.00078
O2025495,2025-06-06,C1253,consumer,new,north,uppsala,sports,cycling,card,social,1,831.48,0,1,No,831.48
O2025496,2025-03-20,C1035,consumer,new,south,malmo,fashion,sportswear,card,organic,1,69.49,0.12,3,No,61.151199999999996
O2025497,2025-01-17,C1080,consumer,new,north,stockholm,electronics,headphones,card,email,1,165.97,0.048,4,No,158.00343999999998
O2025498,2025-05-06,C1099,consumer,returning,north,vasteras,home,kitchen,card,organic,1,148.77,0,2,No,148.77
O2025500,2025-10-27,C1058,consumer,new,north,stockholm,electronics,headphones,swish,paid search,1,288.72,0.006,3,No,286.98768
O2025501,2025-06-03,C1037,consumer,vip,west,boras,beauty,skincare,swish,email,3,72.97,0.085,2,No,200.30265
O2025502,2025-04-18,C1237,small business,returning,south,malmo,fashion,sportswear,card,direct,1,69.81,0.046,3,No,66.59873999999999
O2025504,2025-01-11,C1170,consumer,returning,west,halmstad,electronics,headphones,card,email,1,171.49,0.012,5,No,169.43212
O2025505,2025-03-18,C1251,small business,returning,west,boras,beauty,haircare,card,direct,3,39.26,0.078,3,No,108.59316000000001
O2025506,2025-09-20,C1198,consumer,vip,south,helsingborg,electronics,laptop,swish,organic,1,1025.26,0.061,4,No,962.71914
O2025507,2025-01-25,C1090,consumer,returning,west,goteborg,electronics,laptop,invoice,social,2,1171.65,0.021,6,No,2294.0907
O2025508,2025-11-05,C1166,consumer,new,south,helsingborg,home,decor,card,paid search,2,118.15,0.01,7,No,233.937
O2025509,2025-01-25,C1064,consumer,vip,north,uppsala,beauty,makeup,card,email,1,31.73,0.023,2,No,31.00021
O2025510,2025-07-05,C1137,consumer,new,west,boras,beauty,fragrance,gift card,social,1,72.48,0,3,No,72.48
O2025511,2025-02-07,C1198,consumer,vip,south,helsingborg,home,lighting,invoice,paid search,1,122.57,0.078,5,No,113.00954
